"MP_hydroid","Hydrocode","Source_Type","MP.Name","Facility_hydroid","Facility","Use_Type","Latitude","Longitude","FIPS","Locality_NA","OWS.Planner","X2017","X2018","X2019","X2020","X2021","fiveyr_avg_mgy","Locality","GW_type","SW_Type"
244427,"well_#2","Groundwater","Well #2",90595,"Sunripe Camp","Municipal",37.60692,-75.79689,51001,NA,"rgreen",NA,NA,NA,NA,0,0,"Accomack County",1,NA
244429,NA,"Groundwater","Caretaker Well",90595,"Sunripe Camp","Municipal",37.60827,-75.79593,51001,NA,"rgreen",NA,NA,NA,NA,0.0456,0.05,"Accomack County",1,NA
257222,"herring_creek","Surface Water","Herring Creek",72953,"Grain Crop","Irrigation",37.3197,-77.1397,51036,NA,"rgreen",5.3081,NA,NA,NA,NA,5.31,"Charles City County",NA,1
257226,"well","Groundwater","Well",73734,"Daniel Smith Farm","Irrigation",38.26735,-78.82586,51015,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Augusta County",1,NA
257906,"maintenance","Groundwater","Maintenance",74076,"Independence Golf Club","Commercial",NA,NA,51041,NA,"rgreen",NA,NA,0.3,NA,NA,0.3,"Chesterfield County",1,NA
257989,"robin_grove_well_no_2","Groundwater","Robin Grove Well No 2A, 196-234",66992,"Colonial Beach, Town Of","Municipal",38.24174,-76.96361,51193,NA,"hsomers",NA,NA,71.43536,43.82852,24.62092,46.63,"Westmoreland County",1,NA
279044,"Number_2","Groundwater","Number 2",279033,"Redmore Farm Llc","Agriculture",37.44863,-77.99413,51007,NA,"rgreen",NA,NA,NA,NA,0,0,"Amelia County",1,NA
281607,"well_#6","Groundwater","GW6",67218,"Smithfield Fresh Meats Corp. - Smithfield Va","Manufacturing",36.99778,-76.63009,51093,NA,"rgreen",101.079,98.524,94.83446,91.25101,57.9614,88.73,"Isle of Wight County",1,NA
285592,"robertson_lake","Surface Water","Robertson Lake",74049,"Woodberry Forest School","Commercial",38.28684,-78.13063,51113,NA,"hsomers",5.796279,5.006127,7.263,4.941,7.914852,6.18,"Madison County",NA,1
286837,"south_river","Surface Water","South River",72366,"Plane River Farm","Irrigation",38.25883,-78.8395,51015,NA,"gmahadwar",7,0,3,NA,14,6,"Augusta County",NA,1
290111,"well_#1_","Groundwater","Well #1  (located at #5)",73480,"Virginian Golf Club Course","Commercial",36.61906,-82.0977,51191,NA,"trevor.lawson@d...",18.648,7,16.24,0,NA,10.47,"Washington County",1,NA
290705,"well_hole_6","Groundwater","Well hole 6",72444,"The Regency At Dominion Valley","Commercial",38.85149,-77.64049,51153,NA,"hsomers",9.5,4.65,9.5,5.5,NA,7.29,"Prince William County",1,NA
290711,"well_#10","Groundwater","Well #10",72842,"Indian Acres / Po River W&S","Municipal",NA,NA,51177,NA,"hsomers",15.969,2.108,16.52676,NA,16.211,12.7,"Spotsylvania County",1,NA
295580,"dairy_well","Groundwater","Dairy Well",72317,"Holsinger Dairy Farm","Irrigation",38.13289,-78.85154,51015,NA,"gmahadwar",NA,NA,NA,0,0,0,"Augusta County",1,NA
376497,NA,"Groundwater","OW Lot #2",67321,"Callao Public Water System","Municipal",37.91233,-76.56347,51133,NA,"hsomers",NA,NA,NA,NA,0,0,"Northumberland County",1,NA
378242,"well_5","Groundwater","Well 5",376700,"Glenwood Farms","Agriculture",37.29109,-78.07527,51007,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Amelia County",1,NA
378251,"5_wells","Groundwater","5 Wells",378250,"Windcrest Holsteins Inc.","Agriculture",38.63388,-78.79365,51165,NA,"gmahadwar",37.4,45.5,46.6,47.7,47,44.84,"Rockingham County",1,NA
378252,"north_fork_shenandoah_river","Surface Water","North Fork Shenandoah River",378250,"Windcrest Holsteins Inc.","Agriculture",38.63388,-78.79365,51165,NA,"gmahadwar",35.3,18.9,25.3,22.5,13.6,23.12,"Rockingham County",NA,1
378492,"home_farm_#1","Groundwater","Home Farm #1",67081,"Home Farm & Fitchett Farm","Agriculture",37.65128,-75.73019,51001,NA,"rgreen",0,0,0,0,0,0,"Accomack County",1,NA
378495,"well_#1a,_plant/office","Groundwater","Well #1A, Plant/Office",193241,"Scotts Company Waverly","Manufacturing",37.01623,-77.06074,51183,NA,"rgreen",0.1019,0.1402,0.1599,0.1856,0.2172,0.16,"Sussex County",1,NA
378497,"well_#2a,_colorizer","Groundwater","Well #2A, Colorizer",193241,"Scotts Company Waverly","Manufacturing",37.01614,-77.06074,51183,NA,"rgreen",2.7126,2.614,2.5779,1.4948,1.5163,2.18,"Sussex County",1,NA
378499,"well_#4,_truck_washing","Groundwater","Well #4, Truck Washing",193241,"Scotts Company Waverly","Manufacturing",37.01691,-77.0584,51183,NA,"rgreen",0.03638,0.02827,0.01512,0.01677,0.01932,0.02,"Sussex County",1,NA
378543,NA,"Groundwater","Golf Course",67108,"Lumber Hall Farm","Irrigation",NA,NA,51131,NA,"rgreen",5.94947,7.40945,8.755892,8.79368,10.37226,8.26,"Northampton County",1,NA
378562,"seawater_research_lab_well_#1","Groundwater","Seawater Research Lab Well #1",378561,"Virginia Institute Of Marine Science - Gloucester Point Campus","Commercial",37.25083,-76.49794,51073,NA,"hsomers",NA,0.077992,0.808326,2.393489,1.608591,1.22,"Gloucester County",1,NA
378564,NA,"Groundwater","Seawater Research Lab Well #2",378561,"Virginia Institute Of Marine Science - Gloucester Point Campus","Commercial",37.25066,-76.4986,51073,NA,"hsomers",NA,0.66247,1.04805,0.91181,1.36953,1,"Gloucester County",1,NA
378566,"seawater_research_lab_well_#3","Groundwater","Seawater Research Lab Well #3",378561,"Virginia Institute Of Marine Science - Gloucester Point Campus","Commercial",37.24997,-76.49852,51073,NA,"hsomers",NA,0.90209,0.65015,0.7611,1.22347,0.88,"Gloucester County",1,NA
378570,"seawater_research_lab_#4","Groundwater","Seawater Research Lab Well #4",378561,"Virginia Institute Of Marine Science - Gloucester Point Campus","Commercial",37.25039,-76.4994,51073,NA,"hsomers",NA,0.69274,1.00124,0.92941,0.93635,0.89,"Gloucester County",1,NA
378573,"watermen's_hall_irrigation_well","Groundwater","Watermen's Hall Irrigation Well",378561,"Virginia Institute Of Marine Science - Gloucester Point Campus","Commercial",37.2491,-76.49991,51073,NA,"hsomers",NA,0,0,0,0,0,"Gloucester County",1,NA
378690,NA,"Groundwater","Well #2",67145,"Camp Farm","Irrigation",36.63317,-76.93233,51175,NA,"rgreen",NA,0,11.4433,12.3351,5.4499,7.31,"Southampton County",1,NA
378692,NA,"Groundwater","Well #3",67145,"Camp Farm","Irrigation",36.63508,-76.93075,51175,NA,"rgreen",NA,6,11.5219,11.9941,6.6586,9.04,"Southampton County",1,NA
378694,NA,"Groundwater","Well #4",67145,"Camp Farm","Irrigation",36.63567,-76.92942,51175,NA,"rgreen",NA,4,12.6346,12.0223,6.6626,8.83,"Southampton County",1,NA
378702,"17-100-0104_","Groundwater","Well #1 (17-100-0104)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59784,-75.75053,51001,NA,"rgreen",NA,0.121,0.683,0.492,0.5301,0.46,"Accomack County",1,NA
378706,"17-100-0105","Groundwater","Well #2 (17-100-0105)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59766,-75.75076,51001,NA,"rgreen",NA,0.121,0.57,0.493,0.5184,0.43,"Accomack County",1,NA
378710,"17-100-0106","Groundwater","Well #3 (17-100-0106)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59759,-75.75086,51001,NA,"rgreen",NA,0.113,0.559,0.463,0.5433,0.42,"Accomack County",1,NA
378714,"17-100-0107","Groundwater","Well #4 (17-100-0107)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59755,-75.75088,51001,NA,"rgreen",NA,0.123,0.581,0.489,0.5558,0.44,"Accomack County",1,NA
378718,"17-100-0108","Groundwater","Well #5 (17-100-0108)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59732,-75.75127,51001,NA,"rgreen",NA,0.116,0.554,0.465,0.5621,0.42,"Accomack County",1,NA
378722,"17-100-0109","Groundwater","Well #6 (17-100-0109)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59871,-75.75176,51001,NA,"rgreen",NA,0.118,0.591,0.453,0.5264,0.42,"Accomack County",1,NA
378726,"17-100-0110","Groundwater","Well #7 (17-100-0110)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59855,-75.75193,51001,NA,"rgreen",NA,0.113,0.554,0.459,0.577,0.43,"Accomack County",1,NA
378730,"17-100-0111","Groundwater","Well #8 (17-100-0111)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59841,-75.75215,51001,NA,"rgreen",NA,0.114,0.569,0.465,0.571,0.43,"Accomack County",1,NA
378738,"17-100-0112","Groundwater","Well #9 (17-100-0112)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59836,-75.75232,51001,NA,"rgreen",NA,0.115,0.574,0.465,0.7759,0.48,"Accomack County",1,NA
378742,"17-100-0113","Groundwater","Well #10 (17-100-0113)",398653,"Chattha Livestock Poultry Farm","Agriculture",37.59824,-75.75248,51001,NA,"rgreen",NA,0.119,0.566,0.467,0.5801,0.43,"Accomack County",1,NA
378875,"mw_#3","Groundwater","MW #3 (WQ)",67207,"Us Nasa -Goddard Space Flight Center - Island System","Commercial",NA,NA,51001,NA,"rgreen",NA,NA,NA,0,0,0,"Accomack County",1,NA
378877,"mw#4","Groundwater","MW#4 (WQ)",67207,"Us Nasa -Goddard Space Flight Center - Island System","Commercial",NA,NA,51001,NA,"rgreen",NA,NA,NA,0,0,0,"Accomack County",1,NA
378879,"mw#1_mainbase","Groundwater","MW#1 MAINBASE (WQ-Chlorides)",67153,"Us Nasa -Goddard Space Flight Center - Main Base","Commercial",NA,NA,51001,NA,"rgreen",NA,NA,0,0,0,0,"Accomack County",1,NA
378881,"mw#2_mainbase","Groundwater","MW#2 MAINBASE (WQ-Chlorides)",67153,"Us Nasa -Goddard Space Flight Center - Main Base","Commercial",NA,NA,51001,NA,"rgreen",NA,NA,0,0,0,0,"Accomack County",1,NA
379041,NA,"Groundwater","Well #1",232636,"Edgewater Farm","Irrigation",37.22308,-75.98086,51131,NA,"rgreen",NA,0,2.82,1.88,2.22,1.73,"Northampton County",1,NA
379304,"2004_well","Groundwater","2004 Well",90584,"Four Winds Clubhouse And Campground","Commercial",38.23283,-77.26617,51033,NA,"hsomers",0,NA,NA,NA,NA,0,"Caroline County",1,NA
379305,"116-00402","Groundwater","Well #4",90584,"Four Winds Clubhouse And Campground","Commercial",38.23253,-77.26575,51033,NA,"hsomers",5.803,7.858,7.1041,6.2946,8.8974,7.19,"Caroline County",1,NA
379306,"116-00401","Groundwater","Well #5 116-00401",90584,"Four Winds Clubhouse And Campground","Commercial",38.23267,-77.266,51033,NA,"hsomers",0,NA,NA,NA,NA,0,"Caroline County",1,NA
379429,NA,"Groundwater","Well #3, 196-175",66955,"Town Of Montross","Municipal",38.09286,-76.82086,51193,NA,"hsomers",8.2612,7.62,8.7974,9.242,10.1215,8.81,"Westmoreland County",1,NA
379431,NA,"Groundwater","Well #3A, 179-057",67699,"Town Of Warsaw","Municipal",37.95988,-76.74216,51159,NA,"hsomers",29.83,31.214,22.562,31.339,21.526,27.29,"Richmond County",1,NA
379468,NA,"Groundwater","High School, 166-133",67130,"Northumberland County Schools","Commercial",37.91345,-76.4374,51133,NA,"hsomers",0.7008,2.1504,2.4835,1.1155,2.6338,1.82,"Northumberland County",1,NA
379470,NA,"Groundwater","Elementary School, 166-163",67130,"Northumberland County Schools","Commercial",37.90507,-76.44173,51133,NA,"hsomers",0.3888,0.7071,0.7149,0.427,0.7321,0.59,"Northumberland County",1,NA
393372,NA,"Groundwater","Comfort Station #1",67051,"Pohick Bay Park & Golf Course","Commercial",38.66928,-77.16772,51059,NA,"hsomers",3.5,3.2,3.0624,0.23275,0.02345,2,"Fairfax County",1,NA
393374,NA,"Groundwater","Comfort Station #2",67051,"Pohick Bay Park & Golf Course","Commercial",38.67117,-77.165,51059,NA,"hsomers",4.27,4.1,3.1675,0.3125,0,2.37,"Fairfax County",1,NA
393382,NA,"Groundwater","Comfort Station #3",67051,"Pohick Bay Park & Golf Course","Commercial",38.67417,-77.17225,51059,NA,"hsomers",0.7,0.9,1.0538,0.0663,0.0934,0.56,"Fairfax County",1,NA
393385,NA,"Groundwater","Pool Well",67051,"Pohick Bay Park & Golf Course","Commercial",38.67144,-77.16878,51059,NA,"hsomers",21,20.1,2.0554,0.2269,3.4365,9.36,"Fairfax County",1,NA
393387,NA,"Groundwater","Marina Well",67051,"Pohick Bay Park & Golf Course","Commercial",38.67394,-77.16672,51059,NA,"hsomers",0.42,0.39,0.4473,0.1089,0.1187,0.3,"Fairfax County",1,NA
394519,"main_house_well","Groundwater","Main House Well",450455,"Foundation Seed Farm","Irrigation",38.09197,-76.72444,51193,NA,"hsomers",NA,0,0.094872,0.208914,0.18108,0.12,"Westmoreland County",1,NA
395693,"construction_intake","Surface Water","Construction Intake",394857,"Cobbs Creek Reservoir Temporary Construction Withdrawal","Commercial",37.73466,-78.19291,51049,NA,"gmahadwar",1.7869,10.2912,5.3917,8.8735,15.2844,8.33,"Cumberland County",NA,1
396930,"2a","Groundwater","2A, 151-124",67424,"Lancaster Courthouse","Municipal",37.76667,-76.4518,51103,NA,"hsomers",NA,NA,NA,0.001466,1.122616,0.56,"Lancaster County",1,NA
398754,"well_#8","Groundwater","Well #8",67016,"Tyson Farms, Inc.","Manufacturing",37.88729,-75.55584,51001,NA,"rgreen",NA,NA,NA,0,0,0,"Accomack County",1,NA
398760,"well_#7","Groundwater","Well #7",67016,"Tyson Farms, Inc.","Manufacturing",37.88453,-75.55897,51001,NA,"rgreen",0,NA,NA,0,0,0,"Accomack County",1,NA
398901,"well_bdy-20","Groundwater","Well BDY-20",74345,"Broadway Wtp","Municipal",38.61942,-78.79647,51165,NA,"gmahadwar",5.738,16.1758,11.641,28.89,34.514,19.39,"Rockingham County",1,NA
398932,"rock_spring","Surface Water","Rock Spring",72191,"Historic Rock Spring Water Company, Llc","Commercial",39.1172,-77.5736,51107,NA,"hsomers",NA,NA,7.2,NA,NA,7.2,"Loudoun County",NA,1
398943,"westhampton_test_well","Groundwater","Westhampton test well",449774,"The Country Club Of Virginia-Westhampton","Commercial",37.56845,-77.53147,51760,NA,"rgreen",0,NA,NA,NA,NA,0,"City of Richmond",1,NA
398945,"office_well","Groundwater","Office Well",72619,"Gore Plant","Mining",39.25061,-78.33938,51069,NA,"gmahadwar",0.658,0.948,1.387,1.212,1.338,1.11,"Frederick County",1,NA
399085,"well_#3","Groundwater","Well #3",66848,"Mt Zion Rustic Public Water System","Municipal",37.30411,-76.93444,51036,NA,"rgreen",NA,NA,0.616538,0.014098,0.039636,0.22,"Charles City County",1,NA
399088,"well_#4","Groundwater","Well #4",66848,"Mt Zion Rustic Public Water System","Municipal",37.30404,-76.93421,51036,NA,"rgreen",NA,NA,4.50004,5.27827,5.759997,5.18,"Charles City County",1,NA
399786,"ferncliff_business_park_well","Groundwater","Ferncliff Business Park Well",456224,"Lcwa-Northeast Creek Reservoir System","Municipal",NA,NA,51109,NA,"hsomers",0.245,0.264,0.51,0.688,0.752,0.49,"Louisa County",1,NA
399873,"#13_tee","Groundwater","#13 Tee",72416,"Heritage Hunt Golf Club","Commercial",38.81814,-77.59648,51153,NA,"hsomers",0.082097,0.021039,0.097504,0.141663,0.02502,0.07,"Prince William County",1,NA
400016,"doughty_well_#5","Groundwater","Doughty Well #5",67050,"Doughty-Drewer Complex","Irrigation",37.60186,-75.82588,51001,NA,"rgreen",10.069,11.23,NA,NA,NA,10.65,"Accomack County",1,NA
400017,"doughty_farm_well_#4","Groundwater","Doughty Farm Well #4",67050,"Doughty-Drewer Complex","Irrigation",37.60164,-75.82614,51001,NA,"rgreen",10.686,11.027,NA,NA,NA,10.86,"Accomack County",1,NA
400210,"quarry_dewatering","Surface Water","Quarry Dewatering",400209,"Amelia Quarry","Mining",37.36125,-77.91015,51007,NA,"rgreen",14.62,71.48,53.83,32.75,25.47,39.63,"Amelia County",NA,1
401032,"pump_house_3","Surface Water","pump house 3",66897,"Bennetts Creek Wholesale Nursery","Irrigation",36.90083,-76.57379,51800,NA,"rgreen",5.24,7.33,8.77,NA,NA,7.11,"City of Suffolk",NA,1
401072,NA,"Groundwater","Well #1, 196-004",67331,"Stratford Hall Plantation","Municipal",38.15121,-76.83616,51193,NA,"hsomers",NA,2.1279,1.2712,0.9481,1.3214,1.42,"Westmoreland County",1,NA
401074,NA,"Groundwater","Well #2A, 196-257",67331,"Stratford Hall Plantation","Municipal",38.15416,-76.83732,51193,NA,"hsomers",NA,10.3378,2.4531,1.4359,1.8596,4.02,"Westmoreland County",1,NA
401241,"100_hp_electric_pump","Surface Water","100 HP Electric Pump",71823,"Garland Gray Forestry Center","Irrigation",36.85895,-77.17363,51183,NA,"rgreen",66.6,65.1,148.5,143.5,148.5,114.44,"Sussex County",NA,1
401243,"100_hp_vfd_drive","Surface Water","100 HP VFD Drive",71823,"Garland Gray Forestry Center","Irrigation",36.85914,-77.17715,51183,NA,"rgreen",17.3,25.8,148.5,140,148.5,96.02,"Sussex County",NA,1
401250,"quail_run","Surface Water","Quail Run",72006,"Massanutten Resort Surface Water Withdrawal Project","Commercial",38.40538,-78.7088,51165,NA,"gmahadwar",14.2534,22.501,NA,0,0,9.19,"Rockingham County",NA,1
401306,"station_170_hydrostatic_testing_project","Surface Water","Station 170 Hydrostatic Testing Project",231636,"Station 175 Hydrostatic Testing Project","Commercial",37.08186,-79.10443,51065,NA,"gmahadwar",5.2,NA,NA,NA,NA,5.2,"Fluvanna County",NA,1
401335,"stumpy_lake","Surface Water","Stumpy Lake",71956,"Virginia Beach Service Area","Municipal",36.75997,-76.14251,51810,NA,"rgreen",55.2,35.4,581,118.4,204.4,198.88,"City of Virginia Beach",NA,1
401373,"building_well","Groundwater","Building Well",90580,"Endfield Nursery","Irrigation",37.75397,-77.03694,51097,NA,"hsomers",NA,0.004294,0.373223,0.011748,0.013327,0.1,"King and Queen County",1,NA
401552,"wells","Groundwater","Wells",71829,"Rock Harbor Golf Course","Commercial",39.1821,-78.2073,51069,NA,"gmahadwar",10.95,0.05,7.4,9.03,0.05,5.5,"Frederick County",1,NA
401564,"irrigation_pond","Surface Water","Irrigation Pond",71829,"Rock Harbor Golf Course","Commercial",39.18737,-78.20897,51069,NA,"gmahadwar",63.4,23.36,46.7,NA,17.6,37.76,"Frederick County",NA,1
401566,"emergency_stream_intake","Surface Water","Emergency Stream Intake",72423,"O-N Minerals Company Strasburg Plant","Mining",39.01807,-78.31842,51171,NA,"gmahadwar",71.6,NA,NA,NA,NA,71.6,"Shenandoah County",NA,1
401934,"king_william","Surface Water","King William Side of Pamunkey",73167,"Kirby Farms Llc","Irrigation",37.6785,-77.1817,51085,NA,"hsomers",33.9,4.7,5.9,1.9,6,10.48,"Hanover County",NA,1
402000,"drinking_water_well","Groundwater","Drinking Water Well",67261,"Solenis Llc","Manufacturing",36.65298,-77.00072,51175,NA,"rgreen",0.87153,1.216391,1.271433,1.032875,0.989245,1.08,"Southampton County",1,NA
402139,"well_#1","Groundwater","Well #1",402138,"Cedar Ridge Mobile Home Park","Municipal",38.2065,-77.34847,51033,NA,"hsomers",NA,1.96362,1.92148,1.84625,2.17458,1.98,"Caroline County",1,NA
402141,"well_#2","Groundwater","Well #2",402138,"Cedar Ridge Mobile Home Park","Municipal",38.20913,-77.3487,51033,NA,"hsomers",NA,0.8744,1.52886,1.2959,2.59707,1.57,"Caroline County",1,NA
402318,NA,"Groundwater","Piney Point TW-1",67185,"Solenis, Llc - Suffolk Site (Formerly Known As Basf Corporation)","Manufacturing",36.77613,-76.54226,51800,NA,"rgreen",NA,NA,NA,0,0,0,"City of Suffolk",1,NA
402320,NA,"Groundwater","Piney Point TW-2",67185,"Solenis, Llc - Suffolk Site (Formerly Known As Basf Corporation)","Manufacturing",36.77615,-76.5424,51800,NA,"rgreen",NA,NA,NA,0,0,0,"City of Suffolk",1,NA
402322,NA,"Groundwater","Piney Point TW-3",67185,"Solenis, Llc - Suffolk Site (Formerly Known As Basf Corporation)","Manufacturing",36.77558,-76.54269,51800,NA,"rgreen",NA,NA,NA,0,0,0,"City of Suffolk",1,NA
402324,NA,"Groundwater","Piney Point TW-4",67185,"Solenis, Llc - Suffolk Site (Formerly Known As Basf Corporation)","Manufacturing",36.77583,-76.54247,51800,NA,"rgreen",NA,NA,NA,0,0,0,"City of Suffolk",1,NA
403551,"well","Groundwater","Well",73067,"Plank Road Farm","Irrigation",36.86375,-77.16623,51175,NA,"rgreen",3.65,NA,0,NA,0,1.22,"Southampton County",1,NA
403552,"pond-sussex","Surface Water","Pond-Sussex",73067,"Plank Road Farm","Irrigation",36.87251,-77.16902,51175,NA,"rgreen",3.65,NA,5.3,NA,6.9,5.28,"Southampton County",NA,1
405309,"well_#2","Groundwater","Well #2 OLD BARN PLACE",73480,"Virginian Golf Club Course","Commercial",36.62231,-82.09972,51191,NA,"trevor.lawson@d...",12.096,0.85,0.84,1.45,0,3.05,"Washington County",1,NA
405646,"vision_quest_","Groundwater","Vision Quest Well #1",415645,"Vision Quest Farm","Agriculture",37.78084,-75.61307,51001,NA,"rgreen",NA,0.121319,0.985561,0.0291,0.0761,0.3,"Accomack County",1,NA
405653,"vision_quest_","Groundwater","Vision Quest Well #2",415645,"Vision Quest Farm","Agriculture",37.78073,-75.61317,51001,NA,"rgreen",NA,0.136191,0.335997,0.8744,1.177,0.63,"Accomack County",1,NA
405657,"vision_quest","Groundwater","Vision Quest Well #3",415645,"Vision Quest Farm","Agriculture",37.78062,-75.61326,51001,NA,"rgreen",NA,0.128447,0.805117,0.5852,0.7761,0.57,"Accomack County",1,NA
405661,"vision_quest_","Groundwater","Vision Quest Well #4",415645,"Vision Quest Farm","Agriculture",37.78051,-75.61336,51001,NA,"rgreen",NA,0.127284,0.531328,0.2713,0.2091,0.28,"Accomack County",1,NA
405665,"vision_quest_","Groundwater","Vision Quest Well #5",415645,"Vision Quest Farm","Agriculture",37.78024,-75.61359,51001,NA,"rgreen",NA,0.132377,0.587079,0.3878,0.3613,0.37,"Accomack County",1,NA
405669,"vision_quest_","Groundwater","Vision Quest Well #6",415645,"Vision Quest Farm","Agriculture",37.78012,-75.61368,51001,NA,"rgreen",NA,0.127609,0.767984,0.4871,0.6242,0.5,"Accomack County",1,NA
405673,"vision_quest_","Groundwater","Vision Quest Well #7",415645,"Vision Quest Farm","Agriculture",37.78,-75.61378,51001,NA,"rgreen",NA,0.136371,0.459061,0.2714,0.3251,0.3,"Accomack County",1,NA
405677,"17-100-0328","Groundwater","Vision Quest Well #8",415645,"Vision Quest Farm","Agriculture",37.77989,-75.61388,51001,NA,"rgreen",NA,0.124708,0.839751,0.5633,0.6538,0.55,"Accomack County",1,NA
408996,"well_#1a_(aka_#3)","Groundwater","#1A (aka #3)",67298,"Rescue Water Works","Municipal",36.994,-76.558,51093,NA,"rgreen",1.962,1.776,1.865,1.729,1.8896,1.84,"Isle of Wight County",1,NA
409058,NA,"Groundwater","Well #3, Residence Well",73187,"Westmoreland State Park","Commercial",38.16227,-76.87001,51193,NA,"hsomers",NA,0,0,0,0,0,"Westmoreland County",1,NA
409448,"naked_creek","Surface Water","Naked Creek",409442,"Naked Creek Farm","Irrigation",38.45952,-78.59778,51139,NA,"gmahadwar",NA,0.6,6.04,5.45,7.6,4.92,"Page County",NA,1
410020,"17-100-0396","Groundwater","Well #7 (17-100-0396)",438395,"Dennis Farm","Agriculture",37.79736,-75.63508,51001,NA,"rgreen",NA,0.2962,0.4146,0.4816,0.5662,0.44,"Accomack County",1,NA
410024,"17-100-0397","Groundwater","Well #8 (17-100-0397)",438395,"Dennis Farm","Agriculture",37.79721,-75.63526,51001,NA,"rgreen",NA,0.2969,0.3501,0.4705,0.5826,0.43,"Accomack County",1,NA
410033,"17-100-0398","Groundwater","Well #9 (17-100-0398)",438395,"Dennis Farm","Agriculture",37.79702,-75.6355,51001,NA,"rgreen",NA,0.3108,0.3557,0.4528,0.5147,0.41,"Accomack County",1,NA
410037,"17-100-0399","Groundwater","Well #10 (17-100-0399)",438395,"Dennis Farm","Agriculture",37.79687,-75.63569,51001,NA,"rgreen",NA,0.3071,0.3591,0.4604,0.5291,0.41,"Accomack County",1,NA
410041,"17-100-0400","Groundwater","Well #11 (17-100-0400)",438395,"Dennis Farm","Agriculture",37.79837,-75.63635,51001,NA,"rgreen",NA,0.3057,0.3694,0.4804,0.5441,0.42,"Accomack County",1,NA
410053,"17-100-0401","Groundwater","Well #12 (17-100-0401)",438395,"Dennis Farm","Agriculture",37.79822,-75.63654,51001,NA,"rgreen",NA,0.2911,0.3587,0.4816,0.5078,0.41,"Accomack County",1,NA
410057,"17-100-0402","Groundwater","Well #13 (17-100-0402)",438395,"Dennis Farm","Agriculture",37.79803,-75.63678,51001,NA,"rgreen",NA,0.2998,0.3456,0.4732,0.5641,0.42,"Accomack County",1,NA
410065,"17-100-0403","Groundwater","Well #14 (17-100-0403)",438395,"Dennis Farm","Agriculture",37.79788,-75.63696,51001,NA,"rgreen",NA,0.2783,0.3229,0.4502,0.7136,0.44,"Accomack County",1,NA
410353,"well_1","Groundwater","Well 1",410352,"Achsah Acres","Municipal",38.335,-78.16722,51113,NA,"hsomers",0.11333,0.19365,0.07417,0.00818,NA,0.1,"Madison County",1,NA
410355,"well_2","Groundwater","Well 2",410352,"Achsah Acres","Municipal",38.33722,-78.16916,51113,NA,"hsomers",0.06894,0.09003,0.03426,0.01575,NA,0.05,"Madison County",1,NA
410357,"well_4","Groundwater","Well 4",410352,"Achsah Acres","Municipal",38.33722,-78.16917,51113,NA,"hsomers",1.26122,1.1905,1.4499,1.61253,NA,1.38,"Madison County",1,NA
410364,NA,"Groundwater","Well 1",410363,"Browns Store","Municipal",NA,NA,51133,NA,"hsomers",0.387394,0.64941,0.45646,0.514272,NA,0.5,"Northumberland County",1,NA
410369,NA,"Groundwater","Well 1",410368,"Catalpa","Municipal",NA,NA,51047,NA,"hsomers",0.82133,0.904,0.79764,0.826241,NA,0.84,"Culpeper County",1,NA
410374,NA,"Groundwater","Well 1",410373,"Corbin Lewis","Municipal",NA,NA,51103,NA,"hsomers",1.3834,1.38868,1.2689,1.2585,NA,1.32,"Lancaster County",1,NA
410379,NA,"Groundwater","Well 1A",410378,"Crossroads","Municipal",NA,NA,51137,NA,"hsomers",0.44291,0.4963,0.66574,0.48316,NA,0.52,"Orange County",1,NA
410381,"well_ep001","Groundwater","Earlysville Forest Well EP001",481419,"Earlysville Forest","Municipal",37,-78,51003,NA,"gmahadwar",4.15,3.72815,4.7684,2.551,2.0897,3.46,"Albemarle County",1,NA
410383,"earlysville_forest_well_7","Groundwater","Earlysville Forest Well 7",481419,"Earlysville Forest","Municipal",38.15808,-78.46276,51003,NA,"gmahadwar",2.169922,1.84835,1.98246,1.057308,0.00003,1.41,"Albemarle County",1,NA
410388,"well_2","Groundwater","Well 2",410387,"Heritage Estates","Municipal",38.46806,-78.08194,51047,NA,"hsomers",2.864281,2.34709,2.25606,1.800678,NA,2.32,"Culpeper County",1,NA
410390,NA,"Groundwater","Well 1",73795,"Kennan House/Lake Gaston Colony","Municipal",NA,NA,51520,NA,"trevor.lawson@d...",0.4155,0.47965,0.39557,0.6685,NA,0.49,"City of Bristol",1,NA
410392,"well_1b_outside","Groundwater","Well 1b Outside",67683,"Maryfield","Municipal",37.95625,-76.89489,51057,NA,"hsomers",0.80388,0.5999,NA,NA,NA,0.7,"Essex County",1,NA
410397,NA,"Groundwater","Well 1 Inside",410396,"Millers Square","Municipal",NA,NA,51057,NA,"hsomers",1.36954,1.35244,1.11828,1.15519,NA,1.25,"Essex County",1,NA
