"MP_hydroid","Hydrocode","Source Type","MP_name","Year","Water Use MGY","Water Use (MGD)","MPID","DEQ Well Number","MP_latitude","MP_longitude","facility_hydroid","facility_name","facility_status","facility_use_type","FIPS_code","locality"
"68545","vwuds_pmp820","Well","Well #11 Behind Whse, 166-168","2020","0.11507","0.00","pmp820","166-00168","","","67341","Lake Packing Company, Inc.- Processing","active","manufacturing","51133","Northumberland"
"74473","vwuds_pmp875","Surface Water Intake","Irrigation Pond","2020","4.41","0.01","pmp875","","37.483745000000","-77.561766000000","71782","Providence Golf Club","active","commercial","51041","Chesterfield"
"74480","vwuds_pmp931","Surface Water Intake","Irrigation Pond","2020","2.460728","0.01","pmp931","","36.775497000000","-76.125579000000","72122","Honey Bee Golf Club","active","commercial","51810","Virginia Beach"
"74482","vwuds_pmp910","Surface Water Intake","Pond","2020","7.2","0.02","pmp910","","38.828130000000","-77.399780000000","72292","Virginia Golf Center","active","commercial","51059","Fairfax County"
"74483","vwuds_pmp912","Surface Water Intake","Pond","2020","7.47","0.02","","","36.752650000000","-77.497350000000","72318","Emporia Country Club","active","commercial","51081","Greensville"
"74485","vwuds_pmp864","Surface Water Intake","Tye River-Saunders Ln","2020","0","0.00","pmp864","","99.000000000000","-99.000000000000","73215","Henry Fitzgerald Farm","active","irrigation","51125","Nelson"
"74486","vwuds_pmp888","Surface Water Intake","Pond","2020","10.45","0.03","pmp888","","37.169020000000","-77.383650000000","71748","PETERSBURG, COUNTRY CLUB OF ","active","commercial","51149","Prince George"
"74488","vwuds_pmp865","Surface Water Intake","Tye River - 2614 Old Rose Mill Rd","2020","17.5","0.05","pmp865","","99.000000000000","-99.000000000000","73215","Henry Fitzgerald Farm","active","irrigation","51125","Nelson"
"74489","vwuds_pmp889","Surface Water Intake","Irrigation Pond","2020","8.090016","0.02","pmp889","","37.606884000000","-77.677032000000","71763","RICHMOND COUNTRY CLUB, INC","active","commercial","51075","Goochland"
"74493","vwuds_pmp867","Surface Water Intake","Holding Pond","2020","2.08","0.01","pmp867","","37.512144000000","-77.719031000000","71692","WINDY HILL SPORTS COMPLEX","active","commercial","51041","Chesterfield"
"74495","vwuds_pmp868","Surface Water Intake","Kanawha Pond","2020","2.485","0.01","pmp868","","37.612806000000","-77.741000000000","71704","Kanawha Club","active","commercial","51075","Goochland"
"74498","vwuds_pmp920","Surface Water Intake","Irrigation Pond","2020","7.8","0.02","pmp920","","37.477937000000","-76.996005000000","72234","Brickshire, The Golf Club at ","active","commercial","51127","New Kent"
"74500","vwuds_pmp894","Surface Water Intake","Crooked Run","2020","11.148","0.03","pmp894","","38.988180000000","-78.184750000000","71977","Blue Ridge Shadows Golf Club","active","commercial","51187","Warren"
"74505","vwuds_pmp896","Surface Water Intake","Painters Pond intake","2020","101","0.28","pmp896","","38.407830000000","-78.747200000000","72006","Massanutten Resort Surface Water Withdrawal Project","active","commercial","51165","Rockingham"
"74506","vwuds_pmp923","Surface Water Intake","Irrigation Pond","2020","9.9","0.03","","","","","72444","The Regency at Dominion Valley","active","commercial","51153","Prince William"
"74507","vwuds_pmp897","Surface Water Intake","Woodstone Lake intake","2020","11.64","0.03","pmp897","","38.406600000000","-78.709150000000","72006","Massanutten Resort Surface Water Withdrawal Project","active","commercial","51165","Rockingham"
"74510","vwuds_pmp900","Surface Water Intake","Monacan Lake (#1)","2020","9.593967","0.03","pmp900","","37.530280484854","-77.651238441467","72016","SALISBURY COUNTRY CLUB","active","commercial","51041","Chesterfield"
"74511","vwuds_pmp901","Surface Water Intake","Buckingham Lake (#8)","2020","16.688866","0.05","pmp901","","37.525551493064","-77.655792687866","72016","SALISBURY COUNTRY CLUB","active","commercial","51041","Chesterfield"
"74512","vwuds_pmp874","Surface Water Intake","Smith Mountain Lake","2020","29.6","0.08","pmp874","","37.023642000000","-79.618911000000","71770","WATERS EDGE COUNTRY CLUB, THE ","active","commercial","51067","Franklin County"
"74523","vwuds_pmp869","Well","Well","2020","2.564621","0.01","pmp869","","39.103854000000","-78.208227000000","71724","Appleland Sport Center","active","commercial","51069","Frederick"
"74525","vwuds_pmp873","Well","Well #1","2020","20.95","0.06","pmp873","","37.254180000000","-79.870000000000","71822","BALLYHACK GOLF CLUB","active","commercial","51770","Roanoke City"
"90450","vwuds_pmp952","Surface Water Intake","Pond A","2020","2.94","0.01","pmp952","","37.090769000000","-76.369846000000","72365","Eaglewood Golf Course","active","commercial","51650","Hampton"
"90453","vwuds_pmp930","Surface Water Intake","South Anna River","2020","11.712","0.03","pmp930","","37.766900000000","-77.605400000000","72273","The Federal Club","active","commercial","51085","Hanover"
"90455","vwuds_pmp958","Surface Water Intake","Lake","2020","33.879275","0.09","pmp958","","39.164592000000","-77.553092000000","90410","Raspberry Falls Golf & Hunt Club","active","commercial","51107","Loudoun"
"90456","vwuds_pmp935","Surface Water Intake","Pond 17","2020","4.312","0.01","pmp935","","39.018104000000","-77.447621000000","74529","1757 GOLF CLUB","active","commercial","51107","Loudoun"
"90458","vwuds_pmp937","Surface Water Intake","Irrigation Pond","2020","4.25","0.01","pmp937","","37.350168000000","-78.436900000000","72459","Farmville Municipal Golf Course","active","commercial","51049","Cumberland"
"90460","vwuds_pmp962","Surface Water Intake","Pond","2020","13.785735","0.04","pmp962","","36.689698000000","-80.523444000000","90411","Olde Mill Resort","active","commercial","51035","Carroll"
"90464","vwuds_pmp940","Surface Water Intake","Potomac River","2020","0","0.00","pmp940","","39.092222000000","-77.471944000000","72470","LANDSOWNE, THE GOLF CLUB AT ","active","commercial","51107","Loudoun"
"90467","vwuds_pmp966","Surface Water Intake","Irrigation Pond/Briery Creek","2020","1.9941","0.01","pmp966","","37.248640000000","-78.402270000000","90416","The Manor Golf Club","active","commercial","51147","Prince Edward"
"90468","vwuds_pmp990","Surface Water Intake","Stumpy Lake","2020","1.080885","0.00","pmp990","","36.774920000000","-76.160390000000","90423","STUMPY LAKE GOLF COURSE","active","commercial","51810","Virginia Beach"
"90469","vwuds_pmp942","Surface Water Intake","Occoquan River","2020","1.42","0.00","pmp942","","99.000000000000","-99.000000000000","72219","OLD HICKORY GOLF CLUB","active","commercial","51059","Fairfax County"
"90471","vwuds_pmp943","Surface Water Intake","Lake","2020","0.1","0.00","pmp943","","37.075950000000","-78.479800000000","74528","Briery Country Club","active","commercial","51037","Charlotte"
"90478","vwuds_pmp973","Surface Water Intake","Paradise","2020","20.830558","0.06","pmp973","","38.008642000000","-78.354491000000","90418","KESWICK HALL & GOLF CLUB","active","commercial","51003","Albemarle"
"90479","vwuds_pmp998","Surface Water Intake","Blackman Creek","2020","6.106","0.02","pmp998","","37.394175000000","-77.732328500000","90432","MAGNOLIA GREEN GOLF CLUB","active","commercial","51041","Chesterfield"
"90481","vwuds_pmp1000","Surface Water Intake","Irrigation Pond","2020","17.37","0.05","pmp1000","","38.776000000000","-77.639000000000","90435","Robert Trent Jones Golf Club","active","commercial","51153","Prince William"
"90484","vwuds_pmp1009","Surface Water Intake","Irrigagion Pond","2020","1.5","0.00","pmp1009","","38.723900000000","-77.747600000000","90440","Stonewall Golf Club","active","commercial","51153","Prince William"
"90488","vwuds_pmp974","Well","Well #1","2020","1.805","0.00","pmp974","","99.000000000000","-99.000000000000","90420","PACKSADDLE RIDGE GOLF CLUB, LLC","active","commercial","51165","Rockingham"
"90489","vwuds_pmp975","Well","Well #2","2020","1.805","0.00","pmp975","","99.000000000000","-99.000000000000","90420","PACKSADDLE RIDGE GOLF CLUB, LLC","active","commercial","51165","Rockingham"
"90490","vwuds_pmp976","Well","Well #3","2020","1.805","0.00","pmp976","","99.000000000000","-99.000000000000","90420","PACKSADDLE RIDGE GOLF CLUB, LLC","active","commercial","51165","Rockingham"
"90491","vwuds_pmp954","Well","#10 on Fieldstone Way","2020","0.017983","0.00","pmp954","","38.822112801093","-77.589706462635","72416","Heritage Hunt Golf Club","active","commercial","51153","Prince William"
"90492","vwuds_pmp977","Well","Well #4","2020","1.805","0.00","pmp977","","99.000000000000","-99.000000000000","90420","PACKSADDLE RIDGE GOLF CLUB, LLC","active","commercial","51165","Rockingham"
"90493","vwuds_pmp955","Well","#3 Fairway","2020","0.000995","0.00","pmp955","","38.814281905937","-77.601774483919","72416","Heritage Hunt Golf Club","active","commercial","51153","Prince William"
"90494","vwuds_pmp978","Well","Well #5","2020","0.56","0.00","pmp978","","99.000000000000","-99.000000000000","90420","PACKSADDLE RIDGE GOLF CLUB, LLC","active","commercial","51165","Rockingham"
"90495","vwuds_pmp956","Well","#14 on Alderwood Way","2020","0.113285","0.00","pmp956","","38.816089066412","-77.591340214611","72416","Heritage Hunt Golf Club","active","commercial","51153","Prince William"
"90496","vwuds_pmp979","Well","Well #6","2020","0.56","0.00","pmp979","","99.000000000000","-99.000000000000","90420","PACKSADDLE RIDGE GOLF CLUB, LLC","active","commercial","51165","Rockingham"
"90497","vwuds_pmp957","Well","#17 Fairway","2020","0.017412","0.00","pmp957","","38.812040294251","-77.600690942467","72416","Heritage Hunt Golf Club","active","commercial","51153","Prince William"
"90504","vwuds_pmp959","Well","M1","2020","0.033788","0.00","pmp959","","39.154289000000","-77.556850000000","90410","Raspberry Falls Golf & Hunt Club","active","commercial","51107","Loudoun"
"90506","vwuds_pmp960","Well","M2","2020","0.031945","0.00","pmp960","","39.155047000000","-77.559797000000","90410","Raspberry Falls Golf & Hunt Club","active","commercial","51107","Loudoun"
"90507","vwuds_pmp913","Well","Irrigation well","2020","0.648","0.00","pmp913","","36.752650000000","-77.497350000000","72318","Emporia Country Club","active","commercial","51081","Greensville"
"90508","vwuds_pmp961","Well","M3","2020","0.033171","0.00","pmp961","","39.157772000000","-77.562272000000","90410","Raspberry Falls Golf & Hunt Club","active","commercial","51107","Loudoun"
"90509","vwuds_pmp963","Well","Well","2020","8.75","0.02","pmp963","","99.000000000000","-99.000000000000","90413","SOUTH RIDING GOLF","active","commercial","51107","Loudoun"
"90510","vwuds_pmp964","Well","Well","2020","14.5","0.04","pmp964","","99.000000000000","-99.000000000000","90412","PLEASANT VALLEY GOLF","active","commercial","51059","Fairfax County"
"90512","vwuds_pmp924","Well","Well at #14","2020","6.2","0.02","pmp924","","38.842172000000","-77.645067000000","72444","The Regency at Dominion Valley","active","commercial","51153","Prince William"
"90518","vwuds_pmp739","Well","Hop-D (2)","2020","0","0.00","pmp739","148-00340","38.250639000000","-77.231514000000","67305","Hopyard Farms CWS","active","municipal","51099","King George"
"90519","vwuds_pmp740","Well","Hop-F (3)","2020","8.835803","0.02","pmp740","148-00341","38.254883000000","-77.240417000000","67305","Hopyard Farms CWS","active","municipal","51099","King George"
"90524","vwuds_pmp1003","Well","Well #1","2020","0","0.00","pmp1003","","37.939649000000","-76.577435000000","90437","Quinton Oaks Golf, L.C.","active","commercial","51133","Northumberland"
"90525","vwuds_pmp1004","Well","Well #2","2020","6.5972","0.02","pmp1004","","37.939659000000","-76.577539000000","90437","Quinton Oaks Golf, L.C.","active","commercial","51133","Northumberland"
"90529","gwp_375806076333201","Well","#1","2020","0.0619","0.00","375806076333201","166-00013","37.968817000000","-76.557525000000","67321","Callao Public Water System","active","municipal","51133","Northumberland"
"90530","gwp_375806076333202","Well","#2","2020","6.841342","0.02","375806076333202","166-00100","37.962278000000","-76.563517000000","67321","Callao Public Water System","active","municipal","51133","Northumberland"
"90531","gwp_mp8021","Well","#3","2020","0.1812","0.00","mp8021","166-00040","37.972148000000","-76.558913000000","67321","Callao Public Water System","active","municipal","51133","Northumberland"
"90532","gwp_pmp792","Well","#1","2020","1.796783","0.00","pmp792","159-00122","37.664254000000","-76.594097000000","67685","Cedar Pointe","active","municipal","51119","Middlesex"
"90533","gwp_pmp791","Well","#1A","2020","1.493327","0.00","pmp791","159-00123","37.663987000000","-76.594202000000","67685","Cedar Pointe","active","municipal","51119","Middlesex"
"90537","gwp_373941076254802","Well","West #2","2020","12.5633","0.03","373941076254802","151-00050","37.661803000000","-76.429550000000","67063","Irvington","active","municipal","51103","Lancaster"
"90538","gwp_pmp632","Well","#2A","2020","13.136552","0.04","pmp632","151-00115","37.662005000000","-76.429548000000","67063","Irvington","active","municipal","51103","Lancaster"
"90540","gwp_374642076304801","Well","#2","2020","2.3879","0.01","374642076304801","151-00092","37.770958000000","-76.513311000000","67277","Lively Public Water System","active","municipal","51103","Lancaster"
"90541","gwp_373852076235201","Well","#1","2020","0.140803","0.00","373852076235201","151-00067","37.644984000000","-76.387326000000","67287","White Stone Public Water System","active","municipal","51103","Lancaster"
"90542","gwp_373852076235202","Well","#2","2020","9.241518","0.03","373852076235202","151-00093","37.648894000000","-76.397482000000","67287","White Stone Public Water System","active","municipal","51103","Lancaster"
"90544","gwp_375815076535001","Well","#1A","2020","1.646697","0.00","375815076535001","128-00091","37.972161000000","-76.897969000000","67092","Gwynnfield Subdivision","active","municipal","51057","Essex"
"90545","gwp_375815076535002","Well","#2","2020","5.9565","0.02","375815076535002","128-00015","37.971401000000","-76.894065000000","67092","Gwynnfield Subdivision","active","municipal","51057","Essex"
"90547","gwp_375409077205201","Well","#1","2020","1.234646","0.00","375409077205201","116-00227","37.901736111111","-77.347555555556","450296","Elsinore Subdivision","active","municipal","51033","Caroline"
"90548","gwp_mp8031","Well","#1A","2020","1.4778","0.00","mp8031","116-00386","37.901783333333","-77.347277777778","450296","Elsinore Subdivision","active","municipal","51033","Caroline"
"90599","gwp_363759076555601","Well","Well #1","2020","16.55137","0.05","363759076555601","187-00258","36.633166666667","-76.932333333333","67145","Camp Farm","active","irrigation","51175","Southampton"
"90600","gwp_371542076011900","Well","#13 (&WQ)","2020","0","0.00","","165-00630","37.261666666667","-76.021944444444","67275","Bayshore Concrete Products Corp Cape Charles","active","industrial","51131","Northampton"
"91130","grapeland_farm_#4","Well","GL Well #4","2020","0","0.00","","165-00633","37.537700000000","-75.882000000000","67003","Marshall-Johnson-Grapeland Complex","active","irrigation","51131","Northampton"
"91132","gwp_pmp597","Well","Berkley Beach #8B","2020","4.4779","0.01","pmp597","196-00230","38.199687000000","-76.964290000000","67388","Berkley and Ebb Tide Beach Water System","active","municipal","51193","Westmoreland"
"91134","gwp_381211076572001","Well","Ebb Tide Beach #9B","2020","0.6064","0.00","381160076573203","196-00231","38.199987000000","-76.958778000000","67388","Berkley and Ebb Tide Beach Water System","active","municipal","51193","Westmoreland"
"91136","gwp_381211076572002","Well","Ebb Tide Beach #10","2020","8.364595","0.02","381211076572002","196-00229","38.203508000000","-76.955162000000","67388","Berkley and Ebb Tide Beach Water System","active","municipal","51193","Westmoreland"
"91142","gwp_380935076475401","Well","Well #12 (VDH #2)","2020","10.4737","0.03","380935076475401","196-00014","38.165000000000","-76.785000000000","67249","Stratford Harbour","active","municipal","51193","Westmoreland"
"91144","gwp_380935076475402","Well","Well #12B (VDH #4)","2020","4.9864","0.01","380935076475402","196-00130","38.158000000000","-76.807000000000","67249","Stratford Harbour","active","municipal","51193","Westmoreland"
"91150","gwp_375838076254701","Well","Well #1 (#19)","2020","2.7291","0.01","375838076254701","166-00010","37.954470000000","-76.431454000000","66927","Bay Quarter Shores","active","municipal","51133","Northumberland"
"91152","gwp_375838076254702","Well","Well #1A (#20B)","2020","1.8981","0.01","375838076254702","166-00157","37.974784000000","-76.427977000000","66927","Bay Quarter Shores","active","municipal","51133","Northumberland"
"91158","gwp_381156076574902","Well","Well #6","2020","0.0047","0.00","381156076574902","196-00025","38.208930555556","-76.978563888889","66902","Bleak Hall","active","municipal","51193","Westmoreland"
"91160","gwp_381156076574901","Well","Well #7","2020","2.0523","0.01","381156076574901","196-00236","38.205918000000","-76.975356000000","66902","Bleak Hall","active","municipal","51193","Westmoreland"
"91162","gwp_375310076165401","Well","Well #22 (VDH #2)","2020","1.5865","0.00","375310076165401","166-00044","37.882442000000","-76.293068000000","67090","Sherwood Forest System","active","municipal","51133","Northumberland"
"91164","gwp_375310076165402","Well","Well #23 (VDH #1)","2020","2.7425","0.01","375310076165402","166-00022","37.886067000000","-76.288605000000","67090","Sherwood Forest System","active","municipal","51133","Northumberland"
"91166","cabin_point_#1_(station_#16)","Well","Cabin Point #1 (Station #16)","2020","11.1879","0.03","","196-00023","38.149553000000","-76.672260000000","67059","Cabin Point & Glebe Harbor","active","municipal","51193","Westmoreland"
"91168","gwp_380750076392501","Well","Glebe Harbor #2 (Station #17)","2020","2.5461","0.01","380750076392501","196-00148","38.130016000000","-76.663521000000","67059","Cabin Point & Glebe Harbor","active","municipal","51193","Westmoreland"
"91170","gwp_380748076392702","Well","Glebe Harbor #1 (Station #18)","2020","0.0817","0.00","380748076392702","196-00005","38.126620000000","-76.664172000000","67059","Cabin Point & Glebe Harbor","active","municipal","51193","Westmoreland"
"91174","westmoreland_shores_#3b","Well","Westmoreland Shore #3B, 196-243","2020","0","0.00","","196-00243","38.228033000000","-76.973936000000","67236","Potomac and Westmoreland Shores","active","municipal","51193","Westmoreland"
"91176","potomac_shores_#4_(#1a)","Well","Potomac Shores #4 (#1A)","2020","0.4485","0.00","","196-00045","38.221971000000","-76.969389000000","67236","Potomac and Westmoreland Shores","active","municipal","51193","Westmoreland"
"91178","potomac_shores_#5_(#2a)","Well","Potomac Shores #5 (#2A)","2020","9.5802","0.03","","196-00240","38.216653000000","-76.972354000000","67236","Potomac and Westmoreland Shores","active","municipal","51193","Westmoreland"
"91180","westmoreland_shores_#2_(#2a)","Well","Westmoreland Shores #2 (#2A)","2020","4.4467","0.01","","196-00241","38.224945000000","-76.978382000000","67236","Potomac and Westmoreland Shores","active","municipal","51193","Westmoreland"
"91182","westmoreland_shores_#3_(#1a)","Well","Westmoreland Shores #3 (#1A)","2020","7.9909","0.02","","196-00242","38.227211000000","-76.970818000000","67236","Potomac and Westmoreland Shores","active","municipal","51193","Westmoreland"
"91192","gwp_mp8143","Well","Well #1","2020","2.27935","0.01","mp8143","159-00121","37.657303000000","-76.576760000000","66892","Kilmer's Point","active","municipal","51119","Middlesex"
"91196","gwp_372600076330701","Well","Reverse Osmosis Well #2","2020","0.502","0.00","372600076330701","136-00145","","","67688","Gloucester County Public Utilities","active","municipal","51073","Gloucester"
"91198","gwp_372619076325201","Well","Reverse Osmosis Well #1","2020","223.42","0.61","372619076325201","136-00144","37.438547000000","-76.547839000000","67688","Gloucester County Public Utilities","active","municipal","51073","Gloucester"
"163292","vwuds_pmp1016","Surface Water Intake","#2 Pond","2020","0","0.00","pmp1016","","36.944888000000","-79.875692000000","179221","Willow Creek Country Club","active","commercial","51067","Franklin County"
"163293","vwuds_pmp1019","Surface Water Intake","Wilson Creek","2020","0.487","0.00","pmp1019","","37.783333000000","-79.700000000000","179225","CLIFTONDALE COUNTRY CLUB","active","commercial","51005","Alleghany"
"163397","tauxemont_well_(6r)","Well","Well #6","2020","2.813","0.01","384444077031701","129-02326","38.745800000000","-77.054800000000","67378","Tauxemont Community Water System","active","municipal","51059","Fairfax County"
"163934","gwp_pmp717","Well","#3","2020","6.937994","0.02","pmp717","159-00120","37.604388888889","-76.597305555556","67024","Town of Saluda","active","municipal","51119","Middlesex"
"163946","gwp_373946076262601","Well","#2, North","2020","8.7899","0.02","373946076262601","151-00111","37.664044000000","-76.440089200000","66916","Weems Public Water System","active","municipal","51103","Lancaster"
"163948","south_well_3a","Well","#3A, South","2020","0.1217","0.00","","151-00112","37.656295000000","-76.448688333333","66916","Weems Public Water System","active","municipal","51103","Lancaster"
"164027","gwp_375020076151001","Well","#1A","2020","0.139218","0.00","375020076151001","166-00135","37.839000000000","-76.253217000000","67423","Chesapeake Bay Estates","active","municipal","51133","Northumberland"
"164029","gwp_375020076151201","Well","#2","2020","2.8001","0.01","375020076151201","166-00136","37.839100000000","-76.253116000000","67423","Chesapeake Bay Estates","active","municipal","51133","Northumberland"
"164041","gwp_375743076311402","Well","#2","2020","1.9414","0.01","375743076311402","166-00134","37.951828000000","-76.519723000000","67073","Lottsburg Public Water System","active","municipal","51133","Northumberland"
"164043","gwp_375743076311403","Well","#3","2020","0.6495","0.00","375743076311403","136-00112","37.966318729409","-76.522710817617","67073","Lottsburg Public Water System","active","municipal","51133","Northumberland"
"168977","gwp_375210076211501","Well","#2","2020","1.458669","0.00","375210076211501","166-00088","37.890333000000","-76.348433000000","67060","Burgess Public Water Supply","active","municipal","51133","Northumberland"
"168979","gwp_375324076205902","Well","#2A","2020","1.632837","0.00","375324076205902","166-00149","37.890437500000","-76.348833000000","67060","Burgess Public Water Supply","active","municipal","51133","Northumberland"
"169894","well_#1","Well","#1","2020","1.252977","0.00","","196-00038","38.028511111111","-76.585352777778","67103","Kinsale","active","municipal","51193","Westmoreland"
"169900","well_#1a","Well","#1A","2020","1.237893","0.00","","196-00233","38.028480555556","-76.585238888889","67103","Kinsale","active","municipal","51193","Westmoreland"
"170245","production_well_#1","Well","Production #1","2020","0.000303","0.00","","196-00224","38.021762522222","-76.596838747222","67127","Potomac Supply LLC.","active","commercial","51193","Westmoreland"
"170249","domestic_well","Well","Domestic ","2020","2.672805","0.01","","196-00237","38.024836111111","-76.596005555556","67127","Potomac Supply LLC.","active","commercial","51193","Westmoreland"
"170251","","Well","Fire Protection Well","2020","1.63599","0.00","","196-00238","38.023933333333","-76.595900000000","67127","Potomac Supply LLC.","active","commercial","51193","Westmoreland"
"170253","production_well_#2","Well","Production #2","2020","0","0.00","","196-00239","38.021972222222","-76.596244444444","67127","Potomac Supply LLC.","active","commercial","51193","Westmoreland"
"170255","","Well","Well #1A","2020","3.0975","0.01","381559077185803","148-00305","38.266405555556","-77.316352777778","67174","Birchwood Power Facility","active","fossilpower","51099","King George"
"170257","","Well","Well #2","2020","0.01434","0.00","","148-00304","38.266988588889","-77.317018919444","67174","Birchwood Power Facility","active","fossilpower","51099","King George"
"170259","gwp_381428077173701","Well","Well #1 - ABN ","2020","0","0.00","","148-00303","38.266451900000","-77.316234527778","67174","Birchwood Power Facility","active","fossilpower","51099","King George"
"170316","gwp_384705077033302","Well","Well 1","2020","0","0.00","384710077063001","129-00003","38.783347222222","-77.059722222222","66880","Belle Haven Country Club","active","commercial","51059","Fairfax County"
"170320","gwp_384700077035001","Well","Well 3","2020","5.656664","0.02","384700077035001","129-02329","38.780694338101","-77.056374472515","66880","Belle Haven Country Club","active","commercial","51059","Fairfax County"
"170591","gwp_374625076281601","Well","#1A - 151-00117","2020","2.0304","0.01","374625076281601","151-00117","37.773600000000","-76.471127777778","67424","Lancaster Courthouse","active","municipal","51103","Lancaster"
"170593","gwp_374625076281602","Well","#2 - 151-00116 ","2020","0.784916","0.00","374625076281602","151-00116","37.768477777778","-76.451825000000","67424","Lancaster Courthouse","active","municipal","51103","Lancaster"
"170597","well_#2,_the_green","Well","#2, Green","2020","0.5508","0.00","","151-00089","37.674919444444","-76.431775000000","66904","Tartan (Kingsland & Green)","active","municipal","51103","Lancaster"
"170599","well_#1a,_kingsland_","Well","#1A, Kingsland ","2020","2.611","0.01","","151-00120","37.672525000000","-76.430602777778","66904","Tartan (Kingsland & Green)","active","municipal","51103","Lancaster"
"170603","well_#2_148-311","Well","#2 (DEQ #148-00311)","2020","8.097059","0.02","381747077143802","148-00311","38.296583333333","-77.243972222222","67350","Presidential Lakes #14 Public Water System","active","municipal","51099","King George"
"170605","well_#3_148-310","Well","#3 (Well 2A) (DEQ# 148-00310)","2020","10.0183","0.03","381747077143703","148-00310","38.296388888889","-77.243622222222","67350","Presidential Lakes #14 Public Water System","active","municipal","51099","King George"
"170611","gwp_mp8038","Well","#2 166-00155","2020","0.2357","0.00","mp8038","166-00155","37.919814000000","-76.478956000000","66949","Heathsville Public Water System","active","municipal","51133","Northumberland"
"170613","gwp_pmp718","Well","#3 166-00128","2020","4.8489","0.01","pmp718","166-00128","37.919680555556","-76.479280555556","66949","Heathsville Public Water System","active","municipal","51133","Northumberland"
"170655","gwp_pmp1040","Well","Well ER","2020","14.2192","0.04","","190-00137","37.164119444444","-76.698658333333","67224","Surry Power Station","active","nuclearpower","51181","Surry"
"170686","gwp_375620076352101","Well","#1A 179-00060","2020","2.20564","0.01","375620076352101","179-00060","37.939008333333","-76.589277777778","67418","Luttrellville Water System","active","municipal","51159","Richmond County"
"170688","well_#1","Well","#1","2020","1.725","0.00","","166-00111","37.862352777778","-76.431647222222","67105","Mallard Bay Public Water System","active","municipal","51133","Northumberland"
"170690","well_#2","Well","#2","2020","0.5112","0.00","","166-00139","37.867608333333","-76.432275000000","67105","Mallard Bay Public Water System","active","municipal","51133","Northumberland"
"170730","well_#2","Well","#2","2020","0.0305","0.00","","179-00056","37.955358333333","-76.671188888889","67303","Haynesville Correctional Center","active","municipal","51159","Richmond County"
"171287","well_3","Well","#3","2020","15.29894","0.04","","179-00066","37.961572222222","-76.673947222222","67303","Haynesville Correctional Center","active","municipal","51159","Richmond County"
"171297","well_#4","Well","#4","2020","25.8309","0.07","","179-00061","37.955067777778","-76.671083333333","67303","Haynesville Correctional Center","active","municipal","51159","Richmond County"
"176308","gwp_373754076183601","Well","#1A","2020","2.3021","0.01","","151-00118","","","67409","Foxwells Community Water System","active","municipal","51103","Lancaster"
"176310","gwp_mp8035","Well","#2","2020","0.9657","0.00","mp8035","151-00119","37.623686111111","-76.324750000000","67409","Foxwells Community Water System","active","municipal","51103","Lancaster"
"179183","gwp_374207076204702","Well","#2 (DEQ# 166-00067)","2020","1.720473","0.00","374207076204702","166-00067","37.705555555556","-76.343111111111","67347","Indian Creek Estates Public Water System","active","municipal","51133","Northumberland"
"179189","gwp_pmp633","Well","#2A (DEQ# 166-00125)","2020","3.732294","0.01","pmp633","166-00125","37.700850000000","-76.343166666667","67347","Indian Creek Estates Public Water System","active","municipal","51133","Northumberland"
"179796","gwp_375043076163304","Well","Tower #2A 166-00137","2020","4.8527","0.01","375043076163304","166-00137","37.840136111111","-76.277283333333","66998","Reedville Public Water System","active","municipal","51133","Northumberland"
"182594","gwp_375043076163303","Well","York #3A 166-00138","2020","0","0.00","375043076163303","166-00138","37.845825000000","-76.276236111111","66998","Reedville Public Water System","active","municipal","51133","Northumberland"
"191201","well_#1_(610)","Well","#1, DEQ#142-610","2020","1.3039","0.00","","142-00610","37.637450000000","-77.331591666667","191200","Legacy Park Subdivision","active","irrigation","51085","Hanover"
"191276","gwp_pmp783","Well","#2","2020","1.20038","0.00","pmp783","159-00146","37.569861111111","-76.394111111111","67684","Bush Park Mobile Home Park","active","municipal","51119","Middlesex"
"191482","gwp_pmp784","Well","#3","2020","1.19779","0.00","pmp784","159-00147","37.571191575278","-76.393723769472","67684","Bush Park Mobile Home Park","active","municipal","51119","Middlesex"
"191488","gwp_pmp785","Well","#4","2020","0.77983","0.00","pmp785","159-00148","37.571052686200","-76.393723768229","67684","Bush Park Mobile Home Park","active","municipal","51119","Middlesex"
"191490","gwp_pmp786","Well","#5","2020","1.06529","0.00","pmp786","159-00149","37.570024903471","-76.393584865255","67684","Bush Park Mobile Home Park","active","municipal","51119","Middlesex"
"191595","vwuds_pmp1093","Surface Water Intake","Pond on Course","2020","7.77095","0.02","pmp1093","","37.400574000000","-77.498374000000","193268","The Chesterfield Golf Course","active","commercial","51041","Chesterfield"
"191597","vwuds_pmp1029","Surface Water Intake","Pond #1","2020","0.14","0.00","pmp1029","","36.554866000000","-77.887163000000","179226","Lake Gaston Golf Club","active","commercial","51025","Brunswick"
"191598","vwuds_pmp1053","Surface Water Intake","Willow Grove Farm Pond","2020","0","0.00","pmp1053","","37.259998000000","-75.981153000000","74228","Elkington Farm","active","irrigation","51131","Northampton"
"191601","vwuds_pmp1058","Surface Water Intake","Steven's Place - Colleen","2020","0","0.00","pmp1058","","","","73414","SAUNDERS BROTHERS, INC.","active","irrigation","51125","Nelson"
